dataset_id,sample_id,condition_id,request_id,status,generation_attempted,fidelity_availability,fidelity_reason,candidate_explanation_fidelity
ULB,FOLLOWUP_ULB_030,B_lexical,3acf2cf7-c806-4abc-87b9-1a5b20bc394f,completed,True,unavailable,candidate_invalid_json,
ULB,FOLLOWUP_ULB_027,B_lexical,3ca43d5b-bf93-4eac-b0bd-e20495e1436e,completed,True,unavailable,candidate_invalid_json,
ULB,FOLLOWUP_ULB_022,C_dense,3ef3f4ac-2bae-4b7c-a192-6a3577824a92,suppressed,False,unavailable,not_generated,
ULB,FOLLOWUP_ULB_028,B_dense,3f503bf4-0e5d-48a5-9756-b2cb9356bf72,completed,True,unavailable,candidate_invalid_json,
ULB,FOLLOWUP_ULB_023,D_hybrid,3fe14ba1-897f-47a4-b778-7c16cb93f1f1,suppressed,False,unavailable,not_generated,
ULB,FOLLOWUP_ULB_022,B_dense,41b0a664-1b42-46ea-90f5-e91bcfdb6195,completed,True,unavailable,candidate_invalid_json,
ULB,FOLLOWUP_ULB_024,B_dense,4c6fcc15-d0bb-473c-9b69-f69f3ec085bd,completed,True,unavailable,candidate_invalid_json,
ULB,FOLLOWUP_ULB_029,C_lexical,54d0689d-7b3f-49f1-87f3-0efa776992b2,suppressed,False,unavailable,not_generated,
ULB,FOLLOWUP_ULB_022,B_lexical,5742a7f7-502b-4efb-8f54-4cd4684e8f20,completed,True,available,available,0.0
ULB,FOLLOWUP_ULB_025,C_lexical,5db8ea56-42f1-4f55-bb5a-19cd1f3242c3,suppressed,False,unavailable,not_generated,
ULB,FOLLOWUP_ULB_024,A_direct,5e70bcf9-ecc1-4641-8bdd-0f233d87e32e,completed,True,unavailable,candidate_invalid_json,
ULB,FOLLOWUP_ULB_030,D_hybrid,691fff15-d971-49e4-b47c-10c0f3cf9247,suppressed,False,unavailable,not_generated,
ULB,FOLLOWUP_ULB_029,B_lexical,69f5d02e-3ca9-44a8-a4ac-00e25490490c,completed,True,available,available,1.0
ULB,FOLLOWUP_ULB_026,C_dense,6f70b96b-aee8-421c-a904-3b5e129689ef,suppressed,False,unavailable,not_generated,
ULB,FOLLOWUP_ULB_026,A_direct,70648202-772f-4d9c-9a27-ec3f8d792301,completed,True,unavailable,candidate_invalid_json,
ULB,FOLLOWUP_ULB_027,A_direct,712387ea-83b8-4439-b0f6-80ac535e1c59,completed,True,available,available,0.823529
ULB,FOLLOWUP_ULB_026,B_lexical,7277e770-a23e-4cc7-9133-305f911af186,completed,True,available,available,0.0
ULB,FOLLOWUP_ULB_022,D_hybrid,79e73ae6-4049-430e-82b8-c188f3ce7113,suppressed,False,unavailable,not_generated,
ULB,FOLLOWUP_ULB_021,C_dense,7c123026-b153-4bdb-a0de-4f1c096d8b15,suppressed,False,unavailable,not_generated,
ULB,FOLLOWUP_ULB_025,B_lexical,7c1e33cd-5a39-4663-8110-816b9c22e1fa,completed,True,available,available,0.0
ULB,FOLLOWUP_ULB_028,D_hybrid,7ce682e3-a4f1-4f48-9178-a499afe992c1,suppressed,False,unavailable,not_generated,
ULB,FOLLOWUP_ULB_022,C_lexical,800d2c59-ed23-4cdc-a40a-6010e17d9c2a,suppressed,False,unavailable,not_generated,
ULB,FOLLOWUP_ULB_027,C_lexical,8734e47c-6236-4839-9518-327242a17645,suppressed,False,unavailable,not_generated,
ULB,FOLLOWUP_ULB_023,C_lexical,873a1fc5-f257-448e-a5f5-c64f9d0cfd01,suppressed,False,unavailable,not_generated,
ULB,FOLLOWUP_ULB_027,C_dense,88470342-7b63-48c7-8300-833a983b18e2,suppressed,False,unavailable,not_generated,
ULB,FOLLOWUP_ULB_028,C_lexical,90221392-fa3e-4d3d-9acd-a5f51756fa11,suppressed,False,unavailable,not_generated,
ULB,FOLLOWUP_ULB_021,B_dense,918600d0-929d-4f4f-9603-b9647b641320,completed,True,unavailable,candidate_invalid_json,
ULB,FOLLOWUP_ULB_021,B_lexical,9644d38f-1844-41e0-88ce-18935bc93a1f,completed,True,unavailable,candidate_invalid_json,
ULB,FOLLOWUP_ULB_021,A_direct,a53fee66-4957-4c1c-a4e8-cd73a5878e1e,completed,True,available,available,1.0
ULB,FOLLOWUP_ULB_030,B_dense,ad2dc38b-a4bf-4d2c-af7c-71c9f50aa76f,completed,True,available,available,0.0
ULB,FOLLOWUP_ULB_030,C_lexical,bce7670c-9a04-4462-a50e-320420be4e03,suppressed,False,unavailable,not_generated,
ULB,FOLLOWUP_ULB_027,B_dense,bffa6228-bf1b-4c36-9359-8432606ecc45,completed,True,unavailable,candidate_invalid_json,
ULB,FOLLOWUP_ULB_024,B_lexical,c0853462-bf67-4a3a-9df6-ca39ac260e68,completed,True,available,available,0.947368
ULB,FOLLOWUP_ULB_023,C_dense,c27b664a-4217-4cc4-a696-eaa9621f4337,suppressed,False,unavailable,not_generated,
ULB,FOLLOWUP_ULB_026,B_dense,c3194a5b-7a07-46ea-a63d-77f8011b8e95,completed,True,available,available,0.0
ULB,FOLLOWUP_ULB_023,A_direct,c9689705-8e45-472a-b8dd-3c0e02dabb34,completed,True,unavailable,candidate_invalid_json,
ULB,FOLLOWUP_ULB_023,B_lexical,cb2b260e-6792-44da-b915-f4b6e5ab37e8,completed,True,unavailable,candidate_invalid_json,
ULB,FOLLOWUP_ULB_025,C_dense,cc3152a5-0ef6-46cd-a112-67cbda9fa2ac,suppressed,False,unavailable,not_generated,
ULB,FOLLOWUP_ULB_021,D_hybrid,cdfd276a-f510-4571-8822-fba04dc46bbd,suppressed,False,unavailable,not_generated,
ULB,FOLLOWUP_ULB_024,D_hybrid,d2c02416-eea7-41e1-bbb3-7618b3801e73,suppressed,False,unavailable,not_generated,
ULB,FOLLOWUP_ULB_025,A_direct,d34a5a3d-4740-4e3a-baab-f26e5e57f5c6,completed,True,unavailable,candidate_invalid_json,
ULB,FOLLOWUP_ULB_021,C_lexical,d5b5754b-bd62-4663-9aa0-e3a8c8277a68,suppressed,False,unavailable,not_generated,
