dataset_id,sample_id,condition_id,request_id,status,disposition,generation_attempted,processing_latency_ms,generation_latency_ms,retrieval_latency_ms,validation_latency_ms,cpu_time_ms,memory_rss_delta_bytes
ULB,FOLLOWUP_ULB_007,C_lexical,036977a8-0419-4e9c-96e9-64aae6cb7c59,suppressed,pre_generation_suppressed,False,15.761,,9.939,,0.0,0.0
ULB,FOLLOWUP_ULB_002,D_hybrid,0cb3ad6c-1874-4c61-9a65-04a7f841ce58,suppressed,pre_generation_suppressed,False,19.094,,14.637,,0.0,0.0
ULB,FOLLOWUP_ULB_003,A_direct,1804ef2c-daf5-46b4-a340-56eb539a3671,completed,generated_released,True,9668.638,9663.804,0.0,0.014,2053.908,1032192.0
ULB,FOLLOWUP_ULB_005,B_dense,1c03e796-92a0-4908-a886-755bddf5c0f7,completed,generated_released,True,12988.946,12977.419,6.604,0.024,2196.464,-16384.0
ULB,FOLLOWUP_ULB_003,C_lexical,1e25c9d2-3b5a-46ed-b3fe-e6cf2bb258b0,suppressed,pre_generation_suppressed,False,15.416,,10.327,,0.0,0.0
ULB,FOLLOWUP_ULB_010,A_direct,2e34d9cf-1fbe-4414-b3bd-1065b3a7e0ae,completed,generated_released,True,9608.56,9604.213,0.0,0.021,2063.962,2719744.0
ULB,FOLLOWUP_ULB_001,C_lexical,3015d072-ec38-4ab1-ae3c-051af5e3e580,suppressed,pre_generation_suppressed,False,14.941,,10.333,,0.0,0.0
ULB,FOLLOWUP_ULB_004,A_direct,33ac8d56-8e88-4ae7-a312-53cf6568773a,completed,generated_released,True,9348.066,9343.612,0.0,0.015,1932.078,966656.0
ULB,FOLLOWUP_ULB_007,A_direct,37aa84fd-f718-4d99-a173-8b102d49c13f,completed,generated_released,True,9345.699,9341.064,0.0,0.025,1991.919,-5341184.0
ULB,FOLLOWUP_ULB_008,B_dense,38175b44-3e67-4de1-8153-f1ec2fd06795,completed,generated_released,True,14412.184,14401.777,5.554,0.021,2016.76,819200.0
ULB,FOLLOWUP_ULB_003,D_hybrid,38935871-9c04-489d-8ce1-e47c4c8e7d8d,suppressed,pre_generation_suppressed,False,19.702,,14.826,,0.0,0.0
ULB,FOLLOWUP_ULB_005,C_dense,3c52bff9-410d-4ca2-8a67-fc5920b988f4,suppressed,pre_generation_suppressed,False,12.066,,7.109,,0.0,0.0
ULB,FOLLOWUP_ULB_010,C_dense,41c09f08-1f44-43dc-b99a-7f91aa67ff3c,suppressed,pre_generation_suppressed,False,10.206,,5.41,,0.0,0.0
ULB,FOLLOWUP_ULB_001,B_lexical,439f1540-86f5-4324-bd3a-758df6f5e42c,completed,generated_released,True,12461.867,12446.615,10.461,0.016,1967.1,1851392.0
ULB,FOLLOWUP_ULB_006,B_dense,47378004-ef7b-49c7-b096-2129bd8ff225,completed,generated_released,True,12891.049,12880.106,6.226,0.025,2081.496,819200.0
ULB,FOLLOWUP_ULB_009,B_dense,47cc7778-0c8a-4292-9f66-593cff092391,completed,generated_released,True,10687.423,10198.117,484.388,0.013,1651.355,-1949696.0
ULB,FOLLOWUP_ULB_006,A_direct,4b061ef6-977e-49aa-b17b-3303b952c720,completed,generated_released,True,6764.271,6759.941,0.0,0.024,1418.466,638976.0
ULB,FOLLOWUP_ULB_005,C_lexical,4b67d2d6-a105-459d-9138-f9dea049c486,suppressed,pre_generation_suppressed,False,14.946,,10.475,,0.0,0.0
ULB,FOLLOWUP_ULB_002,C_dense,4cbafb37-eca2-420a-bc71-b06f463344b3,suppressed,pre_generation_suppressed,False,10.478,,5.946,,0.0,0.0
ULB,FOLLOWUP_ULB_006,C_lexical,4e126de3-1ee5-485b-8133-c0d6b32960d0,suppressed,pre_generation_suppressed,False,15.681,,10.58,,0.0,0.0
ULB,FOLLOWUP_ULB_003,C_dense,4ebe7b61-1d3e-47f1-b88c-0ee3a0c94b35,suppressed,pre_generation_suppressed,False,10.214,,5.442,,0.0,0.0
ULB,FOLLOWUP_ULB_004,C_lexical,4fac4bb6-71ca-4aa7-bc55-806c8eeeaa77,suppressed,pre_generation_suppressed,False,14.445,,9.847,,0.0,0.0
ULB,FOLLOWUP_ULB_010,D_hybrid,509b0ec0-ff4c-4664-9e17-96134546dca8,suppressed,pre_generation_suppressed,False,22.407,,18.167,,0.0,0.0
ULB,FOLLOWUP_ULB_006,D_hybrid,5326de51-fdeb-45a1-a2a7-7dc5c454d16f,suppressed,pre_generation_suppressed,False,19.516,,15.092,,0.0,0.0
ULB,FOLLOWUP_ULB_008,D_hybrid,536dfef6-4f7a-470a-aa9d-f5c1167aea2f,suppressed,pre_generation_suppressed,False,20.014,,15.4,,0.0,0.0
ULB,FOLLOWUP_ULB_001,A_direct,5d937fbe-0df0-477b-8075-fdbcd9bc3df2,completed,generated_released,True,7765.42,7761.061,0.0,0.023,1584.449,1179648.0
ULB,FOLLOWUP_ULB_009,C_dense,5e0111d3-e3bc-4b68-99ab-c8caa0112b30,suppressed,pre_generation_suppressed,False,10.338,,6.09,,0.0,0.0
ULB,FOLLOWUP_ULB_005,A_direct,5ea14bc2-a535-4c4d-bdb9-2b80ade08843,completed,generated_released,True,9190.087,9185.334,0.0,0.015,1906.022,2637824.0
ULB,FOLLOWUP_ULB_009,A_direct,6310c711-e42f-4f65-b74d-dd487bd46996,completed,generated_released,True,13504.947,13495.359,0.0,2.413,3562.018,-311885824.0
ULB,FOLLOWUP_ULB_001,B_dense,64eb11a6-32a6-48e1-b0b8-749412c869ea,completed,generated_released,True,12849.7,12839.621,5.291,0.023,2088.528,1114112.0
ULB,FOLLOWUP_ULB_006,C_dense,6e650425-a937-4b55-98ac-7f4f5e642637,suppressed,pre_generation_suppressed,False,12.234,,7.897,,0.0,0.0
ULB,FOLLOWUP_ULB_008,B_lexical,6faa2e3f-7f20-413f-afac-d75672a2be08,completed,generated_released,True,13184.111,13169.266,10.009,0.021,1868.414,884736.0
ULB,FOLLOWUP_ULB_007,D_hybrid,72cb3288-e20b-49a3-9399-27e683c2fc88,suppressed,pre_generation_suppressed,False,18.827,,14.567,,0.0,0.0
ULB,FOLLOWUP_ULB_008,C_dense,76b987a5-a86e-4140-8cee-bff574b107eb,suppressed,pre_generation_suppressed,False,10.385,,5.74,,0.0,0.0
ULB,FOLLOWUP_ULB_005,B_lexical,7a139f56-ff83-43ea-a1bc-42224f3ff53a,completed,generated_released,True,11638.779,11622.919,10.928,0.023,1989.831,-4259840.0
ULB,FOLLOWUP_ULB_003,B_dense,84130486-ec21-4281-bd10-b5c5d924da28,completed,generated_released,True,12872.703,12861.103,6.597,0.023,2065.304,1245184.0
ULB,FOLLOWUP_ULB_004,D_hybrid,8ff407df-3a78-4ffa-a220-8396d74236a8,suppressed,pre_generation_suppressed,False,19.307,,14.861,,0.0,0.0
ULB,FOLLOWUP_ULB_004,B_dense,9e87857c-1d38-47fd-9408-e4109adad0d1,completed,generated_released,True,9115.732,9105.49,5.403,0.016,1429.356,4030464.0
ULB,FOLLOWUP_ULB_003,B_lexical,9fba1bfb-ee2c-4066-b743-855f23cea089,completed,generated_released,True,9659.179,9643.839,10.304,0.014,1497.682,835584.0
ULB,FOLLOWUP_ULB_010,B_dense,a18fb12d-c0cd-4054-b1b9-f7b4d7dbfcf8,completed,generated_released,True,10320.185,10308.616,6.486,0.013,1627.181,688128.0
ULB,FOLLOWUP_ULB_002,C_lexical,a479a99b-783b-4cef-ac70-8e4a9d44fb1d,suppressed,pre_generation_suppressed,False,14.601,,10.083,,0.0,0.0
ULB,FOLLOWUP_ULB_008,C_lexical,a630bd1b-bc75-4e9b-8af7-61fbf0cfc860,suppressed,pre_generation_suppressed,False,14.963,,10.068,,0.0,0.0
ULB,FOLLOWUP_ULB_010,C_lexical,a7c73041-9267-4c9a-b86e-3912fa062627,suppressed,pre_generation_suppressed,False,15.143,,10.203,,0.0,0.0
ULB,FOLLOWUP_ULB_007,B_dense,b9db20c2-669c-488e-aff3-de238d6b55ed,completed,generated_released,True,12917.957,12904.601,8.645,0.035,2088.288,1753088.0
ULB,FOLLOWUP_ULB_002,B_lexical,bf0404a0-5a2e-4b71-a090-9b3d02273f39,completed,generated_released,True,12870.344,12855.633,9.934,0.015,2055.546,999424.0
ULB,FOLLOWUP_ULB_002,A_direct,c504b2ab-f876-48e0-bda5-57d30b9925cc,completed,generated_released,True,6733.036,6728.687,0.0,0.022,1382.703,622592.0
ULB,FOLLOWUP_ULB_004,C_dense,c6a46a70-a53c-4a6f-8e58-b506bccb34da,suppressed,pre_generation_suppressed,False,11.053,,6.764,,0.0,0.0
ULB,FOLLOWUP_ULB_001,D_hybrid,cdb16a39-04f3-4337-b89d-509326acfe3d,suppressed,pre_generation_suppressed,False,19.357,,14.961,,0.0,0.0
ULB,FOLLOWUP_ULB_010,B_lexical,cea10ed0-919e-49ba-a707-40f9b5a080ef,completed,generated_released,True,9961.256,9946.457,10.015,0.013,1549.797,1736704.0
ULB,FOLLOWUP_ULB_001,C_dense,d08e114c-0b28-4be1-854a-899e5a94e648,suppressed,pre_generation_suppressed,False,11.201,,6.892,,0.0,0.0
ULB,FOLLOWUP_ULB_008,A_direct,d22cb7e4-d5b6-49ab-868d-0ba6b9e91add,completed,generated_released,True,8784.097,8779.313,0.0,0.014,1763.76,1196032.0
ULB,FOLLOWUP_ULB_007,C_dense,dc3254cc-344b-4922-8805-b26e025c9858,suppressed,pre_generation_suppressed,False,12.243,,7.692,,0.0,0.0
ULB,FOLLOWUP_ULB_004,B_lexical,dd8a82ed-a7bd-4e47-99a3-4e423be44087,completed,generated_released,True,9589.343,9574.805,9.953,0.015,1479.799,-1835008.0
ULB,FOLLOWUP_ULB_002,B_dense,e7b6439f-cf18-4689-9217-6ca57cf5a91a,completed,generated_released,True,10095.725,10082.949,7.932,0.015,1578.749,458752.0
ULB,FOLLOWUP_ULB_009,B_lexical,ed2c34f7-a5ea-44e9-a5d5-71c98f979bb8,completed,generated_released,True,12367.885,12260.768,47.291,0.018,1957.29,10289152.0
ULB,FOLLOWUP_ULB_009,C_lexical,ee9a8593-0a5e-4e11-8dd3-c300f2d4a1b0,suppressed,pre_generation_suppressed,False,14.333,,9.782,,0.0,0.0
ULB,FOLLOWUP_ULB_007,B_lexical,ef7de2e6-8b6c-45fe-b831-4d42895ea243,completed,generated_released,True,13052.661,13037.759,10.001,0.024,2077.188,-163840.0
ULB,FOLLOWUP_ULB_006,B_lexical,efab01a6-b1b5-47bb-a96e-f27745cdeb16,completed,generated_released,True,11666.35,11651.021,10.403,0.028,1828.121,950272.0
ULB,FOLLOWUP_ULB_009,D_hybrid,f1ecd789-aef1-4ef0-9818-a53f44ad41b6,suppressed,pre_generation_suppressed,False,21.211,,16.563,,0.0,0.0
ULB,FOLLOWUP_ULB_005,D_hybrid,f3636350-0cfe-43e3-98e9-39d88cfd37d3,suppressed,pre_generation_suppressed,False,21.373,,16.833,,0.0,0.0
ULB,FOLLOWUP_ULB_012,B_dense,0c61e75f-572a-4c62-8f0a-a4f824a9f44c,completed,generated_released,True,11838.199,11828.815,4.564,0.014,1888.205,3964928.0
ULB,FOLLOWUP_ULB_011,B_dense,148453e7-9df8-4435-a69b-ccd166cac705,completed,generated_released,True,10613.894,10602.295,5.139,0.024,1406.008,3604480.0
ULB,FOLLOWUP_ULB_012,D_hybrid,19bc4356-ded3-4e33-843b-22f7dfdbcff0,suppressed,pre_generation_suppressed,False,19.396,,15.062,,0.0,0.0
ULB,FOLLOWUP_ULB_020,C_lexical,20c66f21-b924-4e78-bc7b-b75784cb51ae,suppressed,pre_generation_suppressed,False,17.033,,9.774,,0.0,0.0
ULB,FOLLOWUP_ULB_011,B_lexical,20dbf3cd-e998-437c-aa15-9aabc196d7db,completed,generated_released,True,11614.369,11599.569,9.893,0.015,1492.464,-1179648.0
ULB,FOLLOWUP_ULB_017,A_direct,282510b6-a846-406d-8172-bf17f5d22230,completed,generated_released,True,7885.794,7881.41,0.0,0.015,1597.72,1277952.0
ULB,FOLLOWUP_ULB_012,B_lexical,29d77e2f-4956-4d2e-b048-3547aef3dd09,completed,generated_released,True,11022.909,11008.472,9.712,0.013,1744.633,-2752512.0
ULB,FOLLOWUP_ULB_014,C_lexical,2ae89f51-d3ef-4dbd-b61e-dc6579a8a2dc,suppressed,pre_generation_suppressed,False,14.985,,9.783,,0.0,0.0
ULB,FOLLOWUP_ULB_018,B_dense,30f30ffd-c592-4588-a652-ea26ba56f999,completed,generated_released,True,10940.479,10927.811,4.963,0.013,1490.569,3047424.0
ULB,FOLLOWUP_ULB_019,A_direct,3a397a6c-41ce-4311-bf90-2a6bd13f2e08,completed,generated_released,True,30771.89,30762.835,0.0,2.324,5971.077,-349536256.0
ULB,FOLLOWUP_ULB_014,C_dense,41e238b7-cfc5-43bc-bd7f-3460b0a25dc4,suppressed,pre_generation_suppressed,False,10.263,,5.722,,0.0,0.0
ULB,FOLLOWUP_ULB_019,C_lexical,4744070c-55b0-43eb-a51a-ac336bf60ebc,suppressed,pre_generation_suppressed,False,16.409,,10.677,,0.0,0.0
ULB,FOLLOWUP_ULB_014,B_lexical,5de4562c-4be2-420a-b7bf-ff3c97ee6dc9,completed,generated_released,True,10097.517,10082.975,9.7,0.028,1572.474,704512.0
ULB,FOLLOWUP_ULB_020,B_dense,610a85f1-45c9-46c1-ad9e-10adeea8ac40,completed,generated_released,True,9024.172,9013.777,4.823,0.013,1365.291,573440.0
ULB,FOLLOWUP_ULB_015,D_hybrid,638aeb59-2aec-4d66-99cf-816b955c2e04,suppressed,pre_generation_suppressed,False,20.076,,15.154,,0.0,0.0
ULB,FOLLOWUP_ULB_016,B_dense,67dbb88b-8339-4b99-af76-62cd0e4c6a65,completed,generated_released,True,12895.333,12885.006,5.018,0.021,2053.934,1507328.0
ULB,FOLLOWUP_ULB_011,C_dense,681fb58a-b325-43e4-b514-9ea3557e045f,suppressed,pre_generation_suppressed,False,9.873,,5.529,,0.0,0.0
ULB,FOLLOWUP_ULB_020,D_hybrid,6bc13f08-f1bf-4017-9515-167446ad024f,suppressed,pre_generation_suppressed,False,20.492,,16.206,,0.0,0.0
ULB,FOLLOWUP_ULB_017,D_hybrid,6f050cc7-9f9a-4723-8aeb-d1873e0847ab,suppressed,pre_generation_suppressed,False,20.376,,15.722,,0.0,0.0
ULB,FOLLOWUP_ULB_015,A_direct,74689a93-d3fd-47ee-aafa-7fb4bb539362,completed,generated_released,True,8416.481,8411.6,0.0,0.017,1491.119,-655360.0
ULB,FOLLOWUP_ULB_016,C_lexical,7823d349-85a5-4999-9282-e9c2a0d33cb3,suppressed,pre_generation_suppressed,False,14.95,,9.73,,0.0,0.0
ULB,FOLLOWUP_ULB_018,C_lexical,7d722bd5-705a-4dde-be8c-43b3a59b9315,suppressed,pre_generation_suppressed,False,15.156,,10.343,,0.0,0.0
ULB,FOLLOWUP_ULB_016,A_direct,7f2afd0f-046e-425b-9068-645f84a0e022,completed,generated_released,True,7893.39,7888.935,0.0,0.014,1633.105,1048576.0
ULB,FOLLOWUP_ULB_017,C_lexical,7fefa880-46d9-4a58-b7e5-4c32b817dfec,suppressed,pre_generation_suppressed,False,15.818,,9.832,,0.0,0.0
ULB,FOLLOWUP_ULB_019,B_dense,8af6d929-7f1c-41bc-a0b5-74a7d76d29d0,completed,generated_released,True,12926.677,12865.208,45.17,0.027,2053.743,2277376.0
ULB,FOLLOWUP_ULB_013,B_dense,8b1a7e69-7bcb-4222-8dd3-977d3afd12af,completed,generated_released,True,12384.089,12373.45,5.051,0.014,1656.081,3735552.0
ULB,FOLLOWUP_ULB_014,D_hybrid,8ea3d6fc-ef84-40b7-ac39-1765d52b01e7,suppressed,pre_generation_suppressed,False,19.358,,14.932,,0.0,0.0
ULB,FOLLOWUP_ULB_016,C_dense,92177ce2-c70e-44f1-93c1-5f8c64655155,suppressed,pre_generation_suppressed,False,9.556,,5.251,,0.0,0.0
ULB,FOLLOWUP_ULB_020,C_dense,96cef982-f827-4216-9246-ea1e893d29bc,suppressed,pre_generation_suppressed,False,10.181,,5.655,,0.0,0.0
ULB,FOLLOWUP_ULB_013,A_direct,973f9c15-a574-404a-8a86-4e5da3b9fa29,completed,generated_released,True,9853.846,9849.331,0.0,0.025,1971.798,819200.0
ULB,FOLLOWUP_ULB_018,B_lexical,98742ffb-19c7-45db-bc81-0680589ab33f,completed,generated_released,True,13433.769,13419.138,10.024,0.022,1902.212,-2064384.0
ULB,FOLLOWUP_ULB_011,A_direct,9b2917e8-528b-4917-a33f-4aaf6d625e10,completed,generated_released,True,9233.894,9228.913,0.0,0.03,1637.672,2523136.0
ULB,FOLLOWUP_ULB_018,A_direct,a1f07f21-29b3-424c-981e-7527e9fb033b,completed,generated_released,True,8552.873,8548.22,0.0,0.013,1656.546,-1884160.0
ULB,FOLLOWUP_ULB_018,C_dense,a774c770-f8aa-47b5-953f-a34980dcba19,suppressed,pre_generation_suppressed,False,9.221,,4.908,,0.0,0.0
ULB,FOLLOWUP_ULB_020,B_lexical,aba48294-e7e9-4534-b103-b991861d2287,completed,generated_released,True,12999.736,12984.775,9.765,0.024,2046.912,-2031616.0
ULB,FOLLOWUP_ULB_014,A_direct,add42743-7580-4326-8ee0-f06832ebe610,completed,generated_released,True,9676.786,9672.46,0.0,0.032,2014.0,-2506752.0
ULB,FOLLOWUP_ULB_016,D_hybrid,af3f697e-84db-44f7-a846-bc6034851502,suppressed,pre_generation_suppressed,False,20.022,,15.605,,0.0,0.0
ULB,FOLLOWUP_ULB_015,B_lexical,b8169764-fb78-46ad-9e44-cf1907bc75a2,completed,generated_released,True,12130.009,12115.072,9.875,0.013,1550.437,-2342912.0
ULB,FOLLOWUP_ULB_019,B_lexical,c2ec4a04-7d60-4c99-a5e0-7597dd9e2f22,completed,generated_released,True,13549.203,13476.57,25.449,2.294,2174.278,6193152.0
ULB,FOLLOWUP_ULB_012,C_dense,c4e2e45f-10b7-4608-a9fb-1ce5dc902550,suppressed,pre_generation_suppressed,False,9.998,,5.459,,0.0,0.0
ULB,FOLLOWUP_ULB_013,C_dense,c80751f5-c7d8-4402-abdf-307d23c0c46b,suppressed,pre_generation_suppressed,False,10.188,,4.825,,0.0,0.0
ULB,FOLLOWUP_ULB_013,B_lexical,c8e4152b-6632-439a-8250-18a0ff72eeaa,completed,generated_released,True,12673.839,12658.59,9.884,0.017,1738.898,688128.0
ULB,FOLLOWUP_ULB_011,D_hybrid,c8fa2830-d570-4850-9a5e-bd4638f1105b,suppressed,pre_generation_suppressed,False,18.988,,14.281,,0.0,0.0
ULB,FOLLOWUP_ULB_012,A_direct,cf3a4c21-fd87-49e0-9856-e36401e99490,completed,generated_released,True,9453.7,9449.049,0.0,0.016,1985.271,-2473984.0
ULB,FOLLOWUP_ULB_013,D_hybrid,d03a0a86-dd4c-4606-a717-fe6a428a2a4d,suppressed,pre_generation_suppressed,False,19.522,,15.102,,0.0,0.0
ULB,FOLLOWUP_ULB_011,C_lexical,d1f06d3e-fd9f-492a-99c1-7a4f9e89a00d,suppressed,pre_generation_suppressed,False,15.391,,10.291,,0.0,0.0
ULB,FOLLOWUP_ULB_017,B_dense,d29b4186-e478-4546-afbe-3e625a6b679f,completed,generated_released,True,10564.814,10554.729,5.192,0.014,1650.392,4063232.0
ULB,FOLLOWUP_ULB_015,B_dense,d3172718-7fa7-47fd-ae4a-29b6ccba85db,completed,generated_released,True,15496.186,15486.453,4.447,0.025,2015.489,16384.0
ULB,FOLLOWUP_ULB_013,C_lexical,d407e962-3cc3-4b9d-9da3-a2d558d331bb,suppressed,pre_generation_suppressed,False,15.574,,10.527,,0.0,0.0
ULB,FOLLOWUP_ULB_016,B_lexical,d5fb0228-fd95-424b-b39c-207de49861d5,completed,generated_released,True,10686.995,10672.082,9.854,0.015,1661.954,4194304.0
ULB,FOLLOWUP_ULB_017,C_dense,d9569d23-30d6-4310-8d58-2bb9f01ed09d,suppressed,pre_generation_suppressed,False,8.96,,4.653,,0.0,0.0
ULB,FOLLOWUP_ULB_012,C_lexical,dd0f8d0e-bb66-4655-86b8-b74d7f2479f5,suppressed,pre_generation_suppressed,False,14.708,,9.759,,0.0,0.0
ULB,FOLLOWUP_ULB_017,B_lexical,ddaa2d1c-7dd3-41e5-8cff-fa8fb22b8813,completed,generated_released,True,11845.584,11831.043,9.868,0.019,1864.596,-2686976.0
ULB,FOLLOWUP_ULB_019,D_hybrid,e3e6204f-5a4e-456f-b81d-4c2d6f89e644,suppressed,pre_generation_suppressed,False,21.92,,17.316,,0.0,0.0
ULB,FOLLOWUP_ULB_018,D_hybrid,eb5c6864-7e2d-4c4f-ac68-84a2549db311,suppressed,pre_generation_suppressed,False,19.567,,14.786,,0.0,0.0
ULB,FOLLOWUP_ULB_015,C_lexical,eca2d0be-6c37-49ad-bb05-4adbe6be5e39,suppressed,pre_generation_suppressed,False,15.33,,10.402,,0.0,0.0
ULB,FOLLOWUP_ULB_015,C_dense,ee4b90cc-ac8f-46ae-b89d-74541d083389,suppressed,pre_generation_suppressed,False,12.464,,5.482,,0.0,0.0
ULB,FOLLOWUP_ULB_014,B_dense,f4f83375-d0be-420d-b816-a42a4f2d1d52,completed,generated_released,True,12293.77,12284.793,4.135,0.02,1952.834,4603904.0
ULB,FOLLOWUP_ULB_020,A_direct,fab0ef22-e4aa-41d1-b322-f8a6c6ab7451,completed,generated_released,True,8168.007,8163.155,0.0,0.026,1664.525,3637248.0
ULB,FOLLOWUP_ULB_019,C_dense,fd3f36bf-336c-4390-9f3a-f65e2c79ea5f,suppressed,pre_generation_suppressed,False,298.606,,293.68,,0.0,0.0
ULB,FOLLOWUP_ULB_023,B_dense,008d14f3-2a32-4695-9db1-22f400070455,completed,generated_released,True,11114.482,11104.463,5.072,0.016,1844.15,1277952.0
ULB,FOLLOWUP_ULB_029,B_dense,02b47cf9-1a31-4c9a-bf17-376c4e9f3f48,completed,generated_released,True,14815.661,14500.4,304.041,1.934,3707.082,-640532480.0
ULB,FOLLOWUP_ULB_026,C_lexical,074de36e-3779-4734-9d20-3790cfb1ecf7,suppressed,pre_generation_suppressed,False,15.134,,10.247,,0.0,0.0
ULB,FOLLOWUP_ULB_028,C_dense,0d76423d-1ab9-41f7-a3f5-b46f1bb0743a,suppressed,pre_generation_suppressed,False,8.632,,4.309,,0.0,0.0
ULB,FOLLOWUP_ULB_024,C_lexical,0e10342f-dca9-4c08-818c-968d0ed2fea9,suppressed,pre_generation_suppressed,False,16.889,,11.057,,0.0,0.0
ULB,FOLLOWUP_ULB_029,C_dense,1f4a11b5-fa9f-4f18-8f5f-d9ea932f53f1,suppressed,pre_generation_suppressed,False,110.318,,105.848,,0.0,0.0
ULB,FOLLOWUP_ULB_029,D_hybrid,231aad9c-ec68-4887-ba6b-7a53e2037bd5,suppressed,pre_generation_suppressed,False,32.836,,16.431,,0.0,0.0
ULB,FOLLOWUP_ULB_027,D_hybrid,33761994-e55f-4719-8704-4eefe3792f3b,suppressed,pre_generation_suppressed,False,20.381,,15.905,,0.0,0.0
ULB,FOLLOWUP_ULB_024,C_dense,36c09ec6-f0c9-4f73-8700-de5753f83ab0,suppressed,pre_generation_suppressed,False,9.237,,4.679,,0.0,0.0
ULB,FOLLOWUP_ULB_025,B_dense,36e442a8-6327-463c-9d21-12c7d669cff1,completed,generated_released,True,11538.098,11528.287,4.657,0.016,1726.505,999424.0
ULB,FOLLOWUP_ULB_022,A_direct,387f36d1-a313-499f-bdd2-a73062d9d607,completed,generated_released,True,6766.676,6761.463,0.0,0.019,1394.686,3702784.0
ULB,FOLLOWUP_ULB_028,B_lexical,38ebb3ac-6333-4810-bce1-5df0a94f73d4,completed,generated_released,True,10006.913,9992.337,9.8,0.015,1549.996,-2113536.0
ULB,FOLLOWUP_ULB_030,B_lexical,3acf2cf7-c806-4abc-87b9-1a5b20bc394f,completed,generated_released,True,15710.602,15695.732,9.864,0.02,2576.924,-5193728.0
ULB,FOLLOWUP_ULB_027,B_lexical,3ca43d5b-bf93-4eac-b0bd-e20495e1436e,completed,generated_released,True,12778.431,12763.107,10.219,0.027,2231.341,-65536.0
ULB,FOLLOWUP_ULB_022,C_dense,3ef3f4ac-2bae-4b7c-a192-6a3577824a92,suppressed,pre_generation_suppressed,False,10.091,,5.827,,0.0,0.0
ULB,FOLLOWUP_ULB_028,B_dense,3f503bf4-0e5d-48a5-9756-b2cb9356bf72,completed,generated_released,True,9611.65,9602.358,4.573,0.02,1514.723,3768320.0
ULB,FOLLOWUP_ULB_023,D_hybrid,3fe14ba1-897f-47a4-b778-7c16cb93f1f1,suppressed,pre_generation_suppressed,False,20.496,,15.832,,0.0,0.0
ULB,FOLLOWUP_ULB_022,B_dense,41b0a664-1b42-46ea-90f5-e91bcfdb6195,completed,generated_released,True,12880.771,12869.985,5.494,0.024,2065.75,688128.0
ULB,FOLLOWUP_ULB_024,B_dense,4c6fcc15-d0bb-473c-9b69-f69f3ec085bd,completed,generated_released,True,12888.869,12878.716,5.159,0.025,2097.566,802816.0
ULB,FOLLOWUP_ULB_029,C_lexical,54d0689d-7b3f-49f1-87f3-0efa776992b2,suppressed,pre_generation_suppressed,False,179.489,,112.859,,0.0,0.0
ULB,FOLLOWUP_ULB_022,B_lexical,5742a7f7-502b-4efb-8f54-4cd4684e8f20,completed,generated_released,True,12086.322,12071.227,10.067,0.015,1927.416,-1966080.0
ULB,FOLLOWUP_ULB_025,C_lexical,5db8ea56-42f1-4f55-bb5a-19cd1f3242c3,suppressed,pre_generation_suppressed,False,14.57,,9.889,,0.0,0.0
ULB,FOLLOWUP_ULB_024,A_direct,5e70bcf9-ecc1-4641-8bdd-0f233d87e32e,completed,generated_released,True,5760.604,5756.135,0.0,0.02,1166.244,704512.0
ULB,FOLLOWUP_ULB_030,D_hybrid,691fff15-d971-49e4-b47c-10c0f3cf9247,suppressed,pre_generation_suppressed,False,19.614,,15.204,,0.0,0.0
ULB,FOLLOWUP_ULB_029,B_lexical,69f5d02e-3ca9-44a8-a4ac-00e25490490c,completed,generated_released,True,12241.728,12226.379,10.045,0.014,1985.191,6701056.0
ULB,FOLLOWUP_ULB_026,C_dense,6f70b96b-aee8-421c-a904-3b5e129689ef,suppressed,pre_generation_suppressed,False,9.317,,5.07,,0.0,0.0
ULB,FOLLOWUP_ULB_026,A_direct,70648202-772f-4d9c-9a27-ec3f8d792301,completed,generated_released,True,6229.831,6225.078,0.0,0.026,1262.138,1081344.0
ULB,FOLLOWUP_ULB_027,A_direct,712387ea-83b8-4439-b0f6-80ac535e1c59,completed,generated_released,True,8176.377,8171.715,0.0,0.016,1754.577,950272.0
ULB,FOLLOWUP_ULB_026,B_lexical,7277e770-a23e-4cc7-9133-305f911af186,completed,generated_released,True,9716.436,9700.176,10.651,0.014,1522.873,1572864.0
ULB,FOLLOWUP_ULB_022,D_hybrid,79e73ae6-4049-430e-82b8-c188f3ce7113,suppressed,pre_generation_suppressed,False,20.84,,16.101,,0.0,0.0
ULB,FOLLOWUP_ULB_021,C_dense,7c123026-b153-4bdb-a0de-4f1c096d8b15,suppressed,pre_generation_suppressed,False,9.419,,4.484,,0.0,0.0
ULB,FOLLOWUP_ULB_025,B_lexical,7c1e33cd-5a39-4663-8110-816b9c22e1fa,completed,generated_released,True,10114.36,10099.344,10.263,0.015,1466.214,1097728.0
ULB,FOLLOWUP_ULB_028,D_hybrid,7ce682e3-a4f1-4f48-9178-a499afe992c1,suppressed,pre_generation_suppressed,False,19.222,,14.896,,0.0,0.0
ULB,FOLLOWUP_ULB_022,C_lexical,800d2c59-ed23-4cdc-a40a-6010e17d9c2a,suppressed,pre_generation_suppressed,False,15.253,,10.561,,0.0,0.0
ULB,FOLLOWUP_ULB_027,C_lexical,8734e47c-6236-4839-9518-327242a17645,suppressed,pre_generation_suppressed,False,16.743,,10.393,,0.0,0.0
